UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
gdm         2490    1773    2491  0    5 46511  8812   0 18:27 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkc
gdm         2490    1773    2492  0    5 46511  8812   3 18:27 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkc
gdm         2490    1773    2493  0    5 46511  8812   5 18:27 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkc
gdm         2490    1773    2494  0    5 46511  8812   4 18:27 ?        00:00:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkc
skidaim     2501       1    2501  0    1  5663 12440   5 18:27 ?        00:00:00 /usr/lib/systemd/systemd --user
skidaim     2502    2501    2502  0    1  5619  2340   5 18:27 ?        00:00:00 (sd-pam)
skidaim     2515    2501    2515  0    1  1944  3320   2 18:27 ?        00:00:00 /usr/bin/mpris-proxy
skidaim     2516    2501    2516  0    3 24823  6240   3 18:27 ?        00:00:00 /usr/bin/pipewire
skidaim     2516    2501    2556  0    3 24823  6240   2 18:27 ?        00:00:00 /usr/bin/pipewire
skidaim     2516    2501    2558  0    3 24823  6240   1 18:27 ?        00:00:00 /usr/bin/pipewire
skidaim     2517    2501    2517  0    2 21923  4948   4 18:27 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
skidaim     2517    2501    2557  0    2 21923  4948   4 18:27 ?        00:00:00 /usr/bin/pipewire -c filter-chain.conf
skidaim     2521    2501    2521  0    1  9784 10196   3 18:27 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-i
skidaim     2522    2501    2522  0    6 100475 13100  5 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2522    2501    2560  0    6 100475 13100  3 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2522    2501    2561  0    6 100475 13100  1 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2522    2501    2563  0    6 100475 13100  1 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2522    2501    2568  0    6 100475 13100  2 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2522    2501    2569  0    6 100475 13100  4 18:27 ?        00:00:00 /usr/bin/wireplumber
skidaim     2526    2501    2526  0    3 27143  9772   4 18:27 ?        00:00:00 /usr/bin/pipewire-pulse
skidaim     2526    2501    2559  0    3 27143  9772   1 18:27 ?        00:00:00 /usr/bin/pipewire-pulse
skidaim     2526    2501    2565  0    3 27143  9772   1 18:27 ?        00:00:00 /usr/bin/pipewire-pulse
skidaim     2528    2501    2528  0    1  2197  4908   2 18:27 ?        00:00:00 /usr/bin/dbus-daemon --session --address=systemd: --nofork 
skidaim     2608    2501    2608  0    7 133851 6832   2 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2615  0    7 133851 6832   0 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2616  0    7 133851 6832   1 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2618  0    7 133851 6832   3 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2633  0    7 133851 6832   2 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2635  0    7 133851 6832   5 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2608    2501    2636  0    7 133851 6832   0 18:27 ?        00:00:00 /usr/libexec/xdg-document-portal
skidaim     2621    2501    2621  0    4 77512  6032   5 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
skidaim     2621    2501    2623  0    4 77512  6032   4 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
skidaim     2621    2501    2624  0    4 77512  6032   0 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
skidaim     2621    2501    2630  0    4 77512  6032   0 18:27 ?        00:00:00 /usr/libexec/xdg-permission-store
root        2634    2608    2634  0    1   693  2024   2 18:27 ?        00:00:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,s
skidaim     2756       1    2756  0    1   722  1808   2 18:27 ?        00:00:00 sh /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb8
skidaim     2760    2756    2760  0   11 2968979 127084 0 18:27 ?       00:00:21 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2769  0   11 2968979 127084 4 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2770  0   11 2968979 127084 4 18:27 ?       00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2771  0   11 2968979 127084 4 18:27 ?       00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2772  0   11 2968979 127084 5 18:27 ?       00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2773  0   11 2968979 127084 0 18:27 ?       00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2786  0   11 2968979 127084 0 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2795  0   11 2968979 127084 5 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2796  0   11 2968979 127084 1 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2797  0   11 2968979 127084 0 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2760    2756    2798  0   11 2968979 127084 3 18:27 ?       00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2869    2521    2869  0    4 69775 19288   2 18:27 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-i
skidaim     2869    2521    2872  0    4 69775 19288   5 18:27 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-i
skidaim     2869    2521    2873  0    4 69775 19288   5 18:27 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-i
skidaim     2869    2521    2874  0    4 69775 19288   1 18:27 ?        00:00:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-i
skidaim     2875    2760    2875  0   14 363882 76636  4 18:27 ?        00:00:13 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2876  0   14 363882 76636  2 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2877  0   14 363882 76636  0 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2878  0   14 363882 76636  2 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2879  0   14 363882 76636  1 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2880  0   14 363882 76636  3 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2881  0   14 363882 76636  0 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2882  0   14 363882 76636  4 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2883  0   14 363882 76636  1 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2884  0   14 363882 76636  4 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2885  0   14 363882 76636  4 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    2908  0   14 363882 76636  3 18:27 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760    7333  0   14 363882 76636  4 18:56 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2875    2760   13361  0   14 363882 76636  3 19:12 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim     2907    2875    2907  0    1  3463  4464   0 18:27 pts/3    00:00:00 /bin/bash --init-file /home/skidaim/.vscode-server/cli/serv
root        3425       2    3425  0    1     0     0   2 18:32 ?        00:00:00 [kworker/u513:2]
root        4212       2    4212  0    1     0     0   5 18:38 ?        00:00:16 [kworker/5:0H-kblockd]
root        5965       2    5965  0    1     0     0   2 18:48 ?        00:00:00 [kworker/2:1-events]
gdm         6422       1    6422  0    4 41329  5840   4 18:51 tty1     00:00:00 /usr/libexec/dconf-service
gdm         6422       1    6423  0    4 41329  5840   2 18:51 tty1     00:00:00 /usr/libexec/dconf-service
gdm         6422       1    6424  0    4 41329  5840   5 18:51 tty1     00:00:00 /usr/libexec/dconf-service
gdm         6422       1    6425  0    4 41329  5840   5 18:51 tty1     00:00:00 /usr/libexec/dconf-service
root        6446       2    6446  0    1     0     0   3 18:51 ?        00:00:04 [kworker/u512:2-events_freezable_pwr_efficient]
skidaim     7332    2875    7332  0    1  3140  4440   4 18:56 pts/4    00:00:00 /bin/bash --init-file /home/skidaim/.vscode-server/cli/serv
root        8060       2    8060  0    1     0     0   3 19:00 ?        00:00:00 [kworker/3:2-mm_percpu_wq]
root        9187       2    9187  0    1     0     0   4 19:10 ?        00:00:00 [kworker/4:0-mm_percpu_wq]
root        9252       2    9252  0    1     0     0   1 19:11 ?        00:00:00 [kworker/1:2-events]
skidaim    13360    2875   13360  0    1  3140  5048   5 19:12 pts/5    00:00:01 /bin/bash --init-file /home/skidaim/.vscode-server/cli/serv
root       15098       2   15098  0    1     0     0   1 19:20 ?        00:00:00 [kworker/1:0-cgroup_destroy]
root       15939       1   15939  0    4 92507 32056   5 19:24 ?        00:00:00 /usr/libexec/fwupd/fwupd
root       15939       1   15944  0    4 92507 32056   2 19:24 ?        00:00:00 /usr/libexec/fwupd/fwupd
root       15939       1   15945  0    4 92507 32056   0 19:24 ?        00:00:00 /usr/libexec/fwupd/fwupd
root       15939       1   15946  0    4 92507 32056   2 19:24 ?        00:00:00 /usr/libexec/fwupd/fwupd
root       16349       2   16349  0    1     0     0   3 19:29 ?        00:00:00 [kworker/u512:1-events_unbound]
root       16398       2   16398  0    1     0     0   0 19:30 ?        00:00:00 [kworker/0:0-events]
root       16400       2   16400  0    1     0     0   0 19:30 ?        00:00:00 [kworker/0:3]
root       16837       2   16837  0    1     0     0   4 19:34 ?        00:00:00 [kworker/4:1]
root       16957       2   16957  0    1     0     0   2 19:35 ?        00:00:00 [kworker/u512:0-events_unbound]
skidaim    17069    2760   17069  4   13 13792570 123584 5 19:35 ?      00:00:18 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17070  0   13 13792570 123584 5 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17071  0   13 13792570 123584 2 19:35 ?      00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17072  0   13 13792570 123584 1 19:35 ?      00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17073  0   13 13792570 123584 0 19:35 ?      00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17074  0   13 13792570 123584 4 19:35 ?      00:00:01 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17075  0   13 13792570 123584 3 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17076  0   13 13792570 123584 0 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17077  0   13 13792570 123584 0 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17078  0   13 13792570 123584 0 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17079  0   13 13792570 123584 0 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17109  0   13 13792570 123584 1 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17069    2760   17114  0   13 13792570 123584 2 19:35 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
root       17110       2   17110  0    1     0     0   5 19:35 ?        00:00:00 [kworker/5:1H]
root       17115       2   17115  0    1     0     0   3 19:35 ?        00:00:00 [kworker/u512:4-ext4-rsv-conversion]
root       17116       2   17116  0    1     0     0   0 19:35 ?        00:00:00 [kworker/0:2H]
skidaim    17249   17069   17249  0   17 214937 750380 2 19:35 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17250  0   17 214937 750380 4 19:35 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17251  0   17 214937 750380 1 19:35 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17252  0   17 214937 750380 0 19:35 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17253 22   17 214937 750380 3 19:35 ?        00:01:26 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17254  1   17 214937 750380 5 19:35 ?        00:00:06 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17255 49   17 214937 750380 4 19:35 ?        00:03:15 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17259  0   17 214937 750380 4 19:35 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17354  0   17 214937 750380 2 19:35 ?        00:00:02 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17359  2   17 214937 750380 4 19:35 ?        00:00:08 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17382  4   17 214937 750380 0 19:35 ?        00:00:18 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17398  4   17 214937 750380 5 19:35 ?        00:00:17 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17933  0   17 214937 750380 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17934  0   17 214937 750380 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17935  0   17 214937 750380 3 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   17936  0   17 214937 750380 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17249   17069   18228  1   17 214937 750380 4 19:41 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17386   17069   17386  0    7 254653 46672  3 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17387  0    7 254653 46672  5 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17388  0    7 254653 46672  1 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17389  0    7 254653 46672  1 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17390  0    7 254653 46672  1 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17391  0    7 254653 46672  1 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17386   17069   17392  0    7 254653 46672  3 19:35 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
root       17485    2406   17485  0    1  4543 11880   2 19:36 ?        00:00:00 sshd-session: skidaim [priv]
root       17487       2   17487  0    1     0     0   5 19:36 ?        00:00:00 [kworker/5:0-mm_percpu_wq]
skidaim    17521   17485   17521  0    1  4655  7964   5 19:36 ?        00:00:01 sshd-session: skidaim@notty
skidaim    17522   17521   17522  0    1   722  1964   0 19:36 ?        00:00:00 sh
skidaim    17540   17522   17540  0    7 10969 17384   3 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17546  0    7 10969 17384   4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17547  0    7 10969 17384   1 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17548  0    7 10969 17384   4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17549  0    7 10969 17384   1 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17550  0    7 10969 17384   3 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17540   17522   17551  0    7 10969 17384   2 19:36 ?        00:00:00 /home/skidaim/.vscode-server/code-7d842fb85a0275a4a8e4d7e04
skidaim    17573    2760   17573  7   13 13795118 903952 5 19:36 ?      00:00:21 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17574  0   13 13795118 903952 1 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17575  0   13 13795118 903952 2 19:36 ?      00:00:02 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17576  0   13 13795118 903952 4 19:36 ?      00:00:02 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17577  0   13 13795118 903952 0 19:36 ?      00:00:02 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17578  0   13 13795118 903952 5 19:36 ?      00:00:02 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17579  0   13 13795118 903952 4 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17580  0   13 13795118 903952 0 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17581  0   13 13795118 903952 1 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17582  0   13 13795118 903952 0 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17583  0   13 13795118 903952 0 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17597  0   13 13795118 903952 3 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17573    2760   17617  0   13 13795118 903952 5 19:36 ?      00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17584  0   13 332974 131744 3 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17585  0   13 332974 131744 1 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17586  0   13 332974 131744 0 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17587  0   13 332974 131744 2 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17588  0   13 332974 131744 3 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17589  0   13 332974 131744 4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17590  0   13 332974 131744 3 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17591  5   13 332974 131744 4 19:36 ?        00:00:15 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17592  0   13 332974 131744 2 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17593  0   13 332974 131744 4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17594  0   13 332974 131744 4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17595  0   13 332974 131744 1 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17584    2760   17596  0   13 332974 131744 4 19:36 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    17756   17573   17756  0   17 282201 1072892 4 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17757  0   17 282201 1072892 0 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17758  0   17 282201 1072892 2 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17759  0   17 282201 1072892 4 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17761  6   17 282201 1072892 2 19:36 ?       00:00:19 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17762 16   17 282201 1072892 0 19:36 ?       00:00:48 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17764  0   17 282201 1072892 5 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17767  0   17 282201 1072892 1 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17848  0   17 282201 1072892 0 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17897  0   17 282201 1072892 5 19:36 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17905  8   17 282201 1072892 4 19:36 ?       00:00:25 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17907  2   17 282201 1072892 1 19:36 ?       00:00:07 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   17912 15   17 282201 1072892 4 19:37 ?       00:00:44 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   18048  0   17 282201 1072892 4 19:40 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   18049  0   17 282201 1072892 4 19:40 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   18050  0   17 282201 1072892 4 19:40 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17756   17573   18051  0   17 282201 1072892 4 19:40 ?       00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17925  0    8 1069993 69032 2 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17926  0    8 1069993 69032 2 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17927  0    8 1069993 69032 5 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17928  0    8 1069993 69032 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17929  0    8 1069993 69032 3 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17930  0    8 1069993 69032 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17931  0    8 1069993 69032 4 19:38 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    17925       1   17932  0    8 1069993 69032 1 19:38 ?        00:00:01 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
root       17937       2   17937  0    1     0     0   1 19:38 ?        00:00:00 [kworker/1:1-cgroup_destroy]
skidaim    17938   17522   17938  0    1  2090  2140   5 19:39 ?        00:00:00 sleep 180
root       17945       2   17945  0    1     0     0   1 19:40 ?        00:00:00 [kworker/1:3]
skidaim    18009   17573   18009  0    7 254274 60092  1 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18013  0    7 254274 60092  2 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18014  0    7 254274 60092  4 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18015  0    7 254274 60092  1 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18016  0    7 254274 60092  0 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18017  0    7 254274 60092  0 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18009   17573   18018  0    7 254274 60092  5 19:40 ?        00:00:00 /home/skidaim/.vscode-server/cli/servers/Stable-7d842fb85a0
skidaim    18040       1   18040  0    8 1067762 60560 1 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18041  0    8 1067762 60560 3 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18042  0    8 1067762 60560 0 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18043  0    8 1067762 60560 5 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18044  0    8 1067762 60560 5 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18045  0    8 1067762 60560 1 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18046  0    8 1067762 60560 1 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
skidaim    18040       1   18090  0    8 1067762 60560 5 19:40 ?        00:00:00 /home/skidaim/.vscode-server/extensions/ms-vscode.cpptools-
